"user",1,"category","videos_uploaded","views","rating",4,5
"STARSHEMALE",883,"People & Blogs",228,2593,5,3,0
"dommo92",1009,"People & Blogs",162,4791,3.46,26,79
"atoz04",867,"People & Blogs",503,983,3.9,10,7
"cpozzer",954,"People & Blogs",209,124835,4.38,104,76
"NakedBodyContestcom",0," UNA ",261,1266,4.5,2,4
"reymon14",1021,"People & Blogs",625,5767,4.17,29,56
"aidanmatthewkeogh",1091,"People & Blogs",485,244,4,4,4
"elfuete456",896,"Music",447,1159,5,3,1
"marthahola",782,"Music",331,8614,4,4,2
"marthahola",782,"Music",139,2550,5,3,1
"elfuete456",870,"Music",298,11053,4.88,8,2
"elfuete456",881,"Music",389,1268,5,4,1
"malayouu",1027,"Music",114,236,5,3,3
"jp345jp",1097,"Sports",94,143,0,0,4
"athletic46",1076,"Sports",55,235,5,2,1
"javierbona",997,"Travel & Events",57,273,0,0,0
"lbela76",726,"Music",514,153124,4.71,233,294
"soadjgbcol",637,"Music",143,4318,3.44,25,16
"martinysergio",1111,"Comedy",250,137,5,1,0
"TrainElTapatio",956,"Travel & Events",157,2393,4.67,6,6
"borde",519,"People & Blogs",75,9555,3.33,6,3
"julianclassof10",1053,"Film & Animation",538,4,0,0,0
"Julespin4184",1011,"Music",281,1909,5,5,1
"jorge192021",1073,"Comedy",361,67,0,0,0
"dressmedia",606,"Autos & Vehicles",169,1211,5,1,1
"jesusbarrancos",833,"Comedy",38,114,0,0,0
"friendsgrancan",849,"Travel & Events",50,49,0,0,0
"bsideentertainment",1079,"Comedy",575,87571,4.38,153,114
"lightningandbottle",874,"Film & Animation",797,8892,4.76,33,18
"Tgul",538,"Comedy",547,26872,4.6,87,37
"louisck",664,"Comedy",789,24738,4.46,151,83
"SirMixItAllUp",848,"Film & Animation",585,12291,5,24,9
"talantischannel",1087,"Film & Animation",238,21412,3.98,41,19
"mudfilms",537,"Comedy",335,450319,4.67,2159,1086
"bryanharley",613,"Comedy",2716,7094,4.68,50,33
"Orionsaint",499,"Comedy",532,14966,4.84,55,40
"rocketflyswat",987,"Comedy",298,197180,4.71,242,266
"JoeyandJon",719,"Film & Animation",621,28983,4.53,38,11
"dis4director",661,"Entertainment",288,849934,3.55,256,88
"ridgefilms",456,"Comedy",418,43870,3.95,39,12
"alexandercarneiro",878,"Film & Animation",240,223481,3.61,354,624
"JoeBurke",694,"Entertainment",1359,5589,3.65,31,29
"MediocreFilms",703,"Comedy",430,103532,4.63,792,429
"parkourhellas",520,"Comedy",590,14092,4.37,63,32
"MediocreFilms",604,"Comedy",475,86512,4.51,507,258
"awkwardpictures",785,"Comedy",305,130709,4.46,915,470
"harrisonm",924,"Comedy",300,37170,4.61,152,94
"yorobun373",1090,"Science & Technology",608,802,4.2,5,7
"mobileburn",1030,"Science & Technology",234,3158,3.62,8,13
"creatif77",666,"Howto & Style",236,3026,5,2,5
"x0xMishox0x",785,"Comedy",140,110313,3.52,318,453
"HiMobile",799,"Entertainment",417,29260,3.93,28,19
"PyrosharkGIA",887,"Howto & Style",206,17799,4.48,33,77
"lawfour",880,"Entertainment",221,9602,3.71,7,12
"PCWorldVideos",836,"Entertainment",227,10402,4.25,8,20
"phoneshopuk",803,"Entertainment",40,147828,4.53,116,347
"lockergnome",1102,"Science & Technology",1120,6878,4.59,46,70
"infovids",1019,"Howto & Style",290,13617,4.55,20,32
"ninecentsmobile",1019,"Science & Technology",189,11832,5,1,9
"robgreenlee",690,"Howto & Style",321,3638,4.5,2,3
"powemax0987",738,"Entertainment",301,2937,3.6,5,9
"shooterTV",601,"Entertainment",239,4479,4.87,23,16
"MadeinchinaReview",1111,"Entertainment",225,7846,5,1,17
"ninecentsmobile",1014,"Science & Technology",180,6330,0,0,3
"uberpulse",862,"Entertainment",265,2739,3,2,1
"UnrealGamerzForum",1083,"Entertainment",64,28253,4.89,84,52
"GTAix",1126,"Science & Technology",28,696,2.08,12,10
"cremany",1126,"Entertainment",147,4557,1.86,64,120
"Nespan007",1127,"Entertainment",30,212,5,1,0
"davereadingfc01",1135,"Entertainment",41,519,1.5,16,14
"JONOvsLFCvsWWE",1124,"Entertainment",10,329,2.25,4,0
"Nespan007",1124,"Entertainment",64,36,0,0,0
"4iki4iki",1025,"Music",221,56691,4.77,229,292
"weirdalfan27",952,"Comedy",292,6464,4.67,64,95
"Reeceygametrailers",1045,"Entertainment",123,31,5,2,1
"GamerHelp",776,"Entertainment",58,9875,2.24,29,27
"CrazyLegs420",1066,"Comedy",7,96,2,2,0
"GTAmissions",1024,"Entertainment",128,1301254,4.82,3756,5833
"sargeras9",772,"Entertainment",63,80,0,0,0
"james2006789",773,"Entertainment",63,315,0,0,2
"NovaManXP",873,"Entertainment",63,136,0,0,1
"matthew2180",1062,"Music",221,2624,4.8,5,3
"GTAmissions",1101,"Entertainment",216,149659,4.85,800,839
"grampl",1117,"Entertainment",46,99034,4.77,251,271
"xbox360hd",1075,"Entertainment",121,183326,4.61,435,709
"nlitement",772,"Entertainment",63,1743671,4.67,4119,5002
"Krashhedd",1115,"Entertainment",251,85,0,0,3
"Krashhedd",1114,"Entertainment",73,79,0,0,0
"Krashhedd",1045,"Entertainment",184,361,0,0,2
"adrianbellobarro",1121,"Sports",307,70,5,1,3
"Krashhedd",1121,"Entertainment",274,85,0,0,0
"Krashhedd",1121,"Entertainment",269,90,0,0,4
"Alzacon",1121,"Film & Animation",115,36,0,0,0
"Krashhedd",1121,"Entertainment",286,72,0,0,1
"Kitediz",959,"Autos & Vehicles",395,6606,4.54,13,43
"Ov3j1t4",1019,"Comedy",123,1807,4.78,9,17
"fedoxe",1086,"Entertainment",471,845,5,1,4
"guileanci",1001,"Entertainment",168,1346,4.2,5,4
"fedoxe",1086,"Entertainment",177,598,0,0,0
"matigeneris",1051,"Entertainment",83,345,0,0,2
"clemeriao",808,"Entertainment",101,5017,4.2,5,13
"Mxitho",988,"Entertainment",271,580,0,0,3
"fedoxe",1086,"Entertainment",179,387,0,0,0
"fedoxe",1115,"Entertainment",332,97,5,3,4
"kryptonao",939,"Comedy",123,6900,4.61,28,41
"lcmscia",1065,"Entertainment",183,358,4.5,2,6
"aloie",678,"Sports",62,242,0,0,0
"aloie",1036,"Entertainment",46,30,0,0,0
"aloie",1049,"Sports",23,57,0,0,0
"aloie",678,"Sports",5,127,0,0,0
"aloie",1021,"Travel & Events",11,53,0,0,0
"aloie",678,"Sports",1,48,0,0,0
"aloie",678,"Sports",4,60,0,0,0
"bobonokawaii",696,"Film & Animation",285,9038,4.57,46,24
"hyperpie8",626,"Film & Animation",390,23753,4.84,135,63
"Animalfreakie911",786,"Music",274,7760,4.93,61,39
"CrisInuyasha",905,"Film & Animation",302,198562,4.52,174,81
"Su54",524,"Music",231,15534,4.78,95,28
"hyperpie8",728,"Film & Animation",523,9575,4.77,103,57
"amythepure",648,"Film & Animation",543,15863,4.81,97,63
"Hentai12Lover12",916,"Film & Animation",481,24940,4.79,24,5
"Animeruler101KS",872,"Entertainment",236,22381,4.86,250,181
"Su54",517,"Music",244,14369,4.78,100,36
"CrisInuyasha",0," UNA ",304,11607,4.54,28,20
"slickvixx",0," UNA ",247,38867,4.75,174,69
"tori99",751,"Film & Animation",290,16248,4.86,125,71
"EmoCurse",624,"Film & Animation",254,28538,4.76,190,87
"double0twinky",621,"Film & Animation",189,16262,4.75,36,16
"Animeruler101KS",918,"Entertainment",211,18918,4.94,219,105
"bologna500",767,"Film & Animation",306,6266,4.19,27,21
"animegurl4912",822,"Film & Animation",226,11799,4.91,58,41
"BlacknLonleySoul",720,"Film & Animation",187,28621,4.86,200,129
"Animecat2",602,"Film & Animation",483,8368,4.85,48,31
"Shoescouk",634,"Music",169,1286,2,6,1
"Aidan724",1131,"Autos & Vehicles",4,133,4,2,2
"DeMorcan",795,"Music",107,777,4,2,1
"pablosanz",1105,"Music",580,135,5,1,1
"pablosanz",1106,"Music",599,103,5,2,0
"MikeTheTeacher",849,"Music",127,15093,4.77,13,27
"avegemitesandwich",920,"Comedy",98,1523,5,3,2
"styrafoaming",966,"Comedy",38,490,3.5,2,1
"MikeTheTeacher",849,"Music",104,5022,4.89,9,6
"ATPFestival",597,"Music",480,23063,4.78,67,0
"Minimalist",398,"Film & Animation",87,260,0,0,1
"nfork",666,"People & Blogs",53,92,0,0,0
"datawaslost",1019,"Music",406,60,0,0,0
"parkingtickets",831,"Music",144,188,0,0,0
"wilffiv",693,"Music",439,482,5,2,4
"wilffiv",693,"Music",446,336,5,1,1
"Qmaniac2006",1118,"Sports",66,914,5,4,2
"mangenerated",885,"Music",327,68,5,1,0
"quadrant2005",992,"Film & Animation",79,549,5,2,1
"arbethnot",1069,"Music",380,300,5,2,2
"restarea",626,"Comedy",122,43272,4.93,126,63
"sking28",602,"News & Politics",93,892972,4.27,4077,2708
"McCaskill4Missouri",612,"News & Politics",37,2674096,4.47,5116,6403
"dianamherrera",435,"News & Politics",63,142071,4.5,153,164
"McCaskill4Missouri",613,"News & Politics",41,445459,4.34,707,745
"MaleMan1979",527,"Entertainment",140,137839,4.75,386,106
"TabathaS",558,"News & Politics",433,54060,4.87,150,125
"UnofficialPressTV",1086,"News & Politics",157,4150,5,9,0
"nicscics",1078,"News & Politics",588,1427,4.47,38,36
"tlm207",1045,"News & Politics",232,16573,4.54,74,293
"ALLEANZAnazionale",1002,"News & Politics",953,3811,4.5,8,13
"ALLEANZAnazionale",1013,"News & Politics",1158,2748,3.4,5,6
"ClaudioPeri",997,"News & Politics",222,5499,4.85,13,3
"gonziVSsant",1115,"News & Politics",376,3155,3.67,3,2
"jurgencassar",1105,"News & Politics",318,2412,4.43,14,12
"globalmediachanneltv",1114,"News & Politics",440,1418,5,1,1
"omovies",1122,"News & Politics",92,47432,4.57,192,130
"mauikb",987,"News & Politics",64,6024441,4.92,3283,1646
"CocaColaSuperbowl",1080,"Entertainment",62,185881,4.03,301,144
"dianamherrera",435,"Entertainment",62,36940,4.8,69,70
"tempantz",950,"Entertainment",33,2845,5,4,6
"HardcoreTitantrons3",1118,"Sports",121,67,5,1,0
"BCBband",1122,"Music",273,379,4.86,22,29
"DOOMAnomaly",1115,"Entertainment",101,7,0,0,0
"ShaneOMacfan101",847,"Entertainment",467,80554,4.74,228,198
"fungusmcphee",760,"Sports",492,45035,4.66,85,92
"ShaneOMacfan101",847,"Entertainment",536,62050,4.77,175,105
"Tombst1",904,"People & Blogs",435,40928,4.85,108,95
"fungusmcphee",707,"Sports",214,15913,4.89,80,69
"EdgeRulz17",1018,"Sports",33,372,4.25,4,1
"UNARismor",918,"Sports",182,7627,4.76,17,20
"madcappa123",935,"Entertainment",464,4117,4.75,16,10
"UNARismor",886,"People & Blogs",196,8868,4.82,33,21
"koloveri44",898,"Sports",599,25533,4.71,85,100
"Tombst1",904,"People & Blogs",520,17549,4.91,85,39
"badboy4lyfe2",968,"Entertainment",628,6831,5,27,18
"badboy4lyfe2",968,"Entertainment",366,9357,5,32,28
"madcappa123",935,"Entertainment",407,4545,4.88,16,10
"sshep12345",562,"Music",228,13039,5,13,10
"Drakinola",1024,"Entertainment",599,3761,4.87,23,17
"wermanred",1077,"Sports",489,110,0,0,1
"NigelBraggins",794,"Sports",258,1911,3,2,3
"cocker76",839,"Sports",568,1905,4.5,10,3
"aestokesrees",1110,"Sports",314,168,0,0,0
"jimvdberg",1020,"Travel & Events",242,165,0,0,0
"aestokesrees",914,"Sports",532,1859,4.62,8,2
"cocker76",1027,"Sports",145,101,0,0,0
"IMPERATORE0166949079",1052,"Travel & Events",41,188,5,4,0
"simonsezproduction",749,"Travel & Events",320,1523,4.57,7,1
"staytunedtoswatch",835,"Entertainment",581,6287,4.91,11,3
"basis104",900,"People & Blogs",78,486,0,0,1
"Aussiemystic",1104,"Travel & Events",511,167,5,1,0
"deepmetalmechanic",534,"Sports",197,9845,4.12,8,0
"denniscallan",560,"Travel & Events",471,4778,4.64,11,2
"simonsezproduction",755,"Travel & Events",588,2920,4.43,7,4
,,,,,,,
"kpalleh",1106,"Sports",40,19,0,0,0
"xhalefilms",975,"Sports",243,4580,4.73,30,14
"xhalefilms",973,"Music",488,1357,4.33,3,1
"Squadmen",888,"Sports",473,2623,3.43,7,3
"polybus11",1133,"Comedy",600,376,5,3,1
"hoi428",1085,"Entertainment",55,302,0,0,2
"donkersgoed",1018,"Entertainment",128,1866,4.33,3,3
"kentavid",925,"Comedy",6,3861,5,4,4
"Trance88Master",1098,"Autos & Vehicles",348,2418,4.43,7,2
"furaxpolychrome7",1119,"Sports",402,1174,5,2,1
"dublindog",1071,"Travel & Events",18,409,3.5,2,0
"stross1992",1103,"Sports",439,237,0,0,0
"masterbekas",1112,"Music",577,162,0,0,0
"fr4jo4",1103,"Music",273,314,0,0,1
"fr4jo4",1106,"Music",399,185,0,0,0
"janKoens",1099,"Autos & Vehicles",506,155,0,0,0
"icaninvent",1080,"Autos & Vehicles",309,238,5,1,0
"deadjay64",1124,"Music",263,193,0,0,0
,,,,,,,
"fr4jo4",1107,"Music",270,206,0,0,0
"nidiagu",1120,"Film & Animation",261,160,5,1,3
"abbeyandrosie",1077,"Autos & Vehicles",283,171,0,0,0
"CottonCow",1096,"Entertainment",599,260,5,1,8
"fr4jo4",1105,"Music",402,522,5,1,0
"shokaten",1005,"Education",158,4967,5,3,4
"shokaten",1047,"Comedy",212,1333,5,1,0
"grncarovski",1026,"Comedy",79,1600,0,0,1
"VMOPO",776,"Travel & Events",382,4257,4,24,20
"VMOPO",1014,"Education",553,610,5,9,1
"VMOPO",1013,"Education",503,288,5,7,0
"VMOPO",1014,"Education",595,242,4.43,7,0
"VMOPO",1013,"Education",457,276,5,7,0
"VMOPO",1023,"Education",542,224,5,4,0
"VMOPO",1023,"Education",521,201,5,5,0
"renatosena2003",646,"Pets & Animals",638,1561,5,1,0
"VMOPO",1023,"Education",471,129,5,4,0
"renatosena2003",643,"Film & Animation",291,2535,3.67,3,1
"resne",777,"Sports",148,1810,5,1,0
"senat64",980,"Music",166,1307,0,0,1
"VMOPO",728,"Travel & Events",98,471,3.57,14,7
"stormmacedonia",1032,"Education",188,384,0,0,0
"elencevski",945,"Comedy",96,2397,0,0,0
"VMOPO",1023,"Education",244,75,5,3,0
"VMOPO",1023,"Education",596,178,5,4,0
"4ezMoney",1024,"Science & Technology",425,2817,4.67,12,16
"911stealth2",953,"Autos & Vehicles",334,1136,5,2,8
"911octopus",0," UNA ",255,159,3.88,16,2
"MajorCalloway",1074,"News & Politics",309,2881,4,4,6
"anonymozzybinoswald",1134,"Nonprofits & Activism",573,83,3.5,8,0
"anonymozzybinoswald",1134,"Nonprofits & Activism",611,56,3.4,5,0
"anonymozzybinoswald",1134,"Nonprofits & Activism",597,25,3,4,0
"anonymozzybinoswald",1134,"News & Politics",452,39,4,4,0
"anonymozzybinoswald",1134,"Nonprofits & Activism",617,256,3.67,12,2
"anonymozzybinoswald",1134,"Nonprofits & Activism",279,23,3,4,0
"anonymozzybinoswald",1134,"News & Politics",556,27,3.4,5,0
"anonymozzybinoswald",1133,"News & Politics",568,76,3.67,3,6
"bsregistration",839,"News & Politics",395,2544,4.21,29,18
"anonymozzybinoswald",1134,"News & Politics",519,58,3.4,5,0
"anonymozzybinoswald",1134,"Nonprofits & Activism",563,72,2.6,5,1
"anonymozzybinoswald",1134,"Nonprofits & Activism",462,133,3.67,6,1
"anonymozzybinoswald",1133,"News & Politics",376,45,4,4,0
"anonymozzybinoswald",1135,"Nonprofits & Activism",127,165,4.43,7,3
"anonymozzybinoswald",1133,"News & Politics",597,133,3.67,6,4
"anonymozzybinoswald",1133,"News & Politics",570,43,4,4,0
"Ololadin12",1019,"Comedy",395,315,5,2,1
"TheStoepsel2001",945,"Entertainment",243,400,0,0,0
"EA",906,"Entertainment",193,114474,4.45,165,253
"nickbonanno",628,"Entertainment",281,7268,4.69,13,6
"Jomei014",629,"Entertainment",151,8734,3.82,17,14
"BanLin",898,"Entertainment",263,1849,5,2,1
"punkish69",656,"Entertainment",143,1933,4.83,18,13
"mikerodriguez",664,"People & Blogs",186,2298,4.11,9,14
"lostsanity11",648,"Entertainment",270,1791,4.33,18,8
"a16production",1021,"Entertainment",31,636998,4.06,1745,523
"MaudusKiwie",841,"Entertainment",383,572,0,0,1
"ppoppens",662,"Entertainment",402,486,3.5,2,4
"chongo158",1026,"Entertainment",92,5994,4,20,16
"Hengsen",671,"Entertainment",124,946,3.8,5,0
"drakan1981",670,"Entertainment",595,234,5,1,1
"petervv19",638,"People & Blogs",88,1204,5,3,0
"manicmommies",754,"Entertainment",430,3384,3.75,8,15
"tmhw11",686,"People & Blogs",305,323,5,1,1
"pioneerpresstech",769,"Entertainment",187,870,5,1,0
"Hengsen",671,"Entertainment",242,1056,5,2,0
"Morenower",1129,"Entertainment",102,201,5,2,1
"rejoder",762,"Travel & Events",285,3951,4.33,3,3
"MadMonty2006",811,"Entertainment",144,1117,0,0,0
"siobhand87",773,"Travel & Events",202,668,4,1,0
"smdani",763,"Entertainment",479,2942,4.89,9,3
"bgiemaria",1130,"Travel & Events",34,42,0,0,0
"bgiemaria",1130,"Travel & Events",37,28,0,0,0
"fallaausiasmarch",1129,"Entertainment",550,169,0,0,0
"pardo800",1129,"Travel & Events",40,646,5,2,0
"meercatsteve",1131,"Travel & Events",190,92,0,0,0
"globaleyevision",1136,"Travel & Events",337,23,0,0,0
"YeReMaT",1129,"Film & Animation",497,898,4.67,3,2
"rejoder",762,"Travel & Events",161,438,0,0,0
"raffaelmilano",763,"Entertainment",231,8705,4.33,3,10
"dolovera",768,"Entertainment",297,835,5,3,6
"onfalla",899,"People & Blogs",260,1010,4.33,3,0
"YeReMaT",1129,"Film & Animation",596,343,5,1,0
"Mavericky85",1136,"Travel & Events",410,4,0,0,0
"vorosoktober",767,"Travel & Events",124,272,0,0,0
"YeReMaT",1129,"Film & Animation",592,195,5,1,0
"hockeygal74",1040,"Music",256,13939,4.86,37,32
"NicholasSta",960,"Music",247,64658,4.69,185,245
"lenbot",1057,"Music",249,2816,4.44,25,15
"fashionartbooks",685,"Comedy",233,49417,4,52,110
"MiniDVGL2",813,"Music",191,3805,4.88,8,10
"MiniDVGL2",814,"Music",296,5346,4.9,10,8
"deafpedfan",984,"Music",600,719,4.33,6,2
"wardd413",927,"Music",244,2138,4.5,4,3
"SearlesWorld",543,"News & Politics",577,708,5,1,2
"lotteryjerk",984,"Autos & Vehicles",178,6656,4.32,19,23
"xTylerLeMarx",1101,"Entertainment",251,750,4.43,7,17
"jacqu7100",860,"Entertainment",487,337,5,2,2
"deepfry",454,"Music",186,1014,5,2,1
"duramax6600",1063,"Autos & Vehicles",342,477,5,3,6
"DeafPedestrians",1092,"Music",501,164,5,3,2
"jamesetakacs",573,"Music",338,367,0,0,0
"wardd413",952,"Music",240,949,5,1,4
"jimfear13",1068,"Music",302,346,0,0,2
"dsaunts3",973,"Music",249,26696,4.49,82,103
"budelvideo",553,"Music",296,4232,4.67,9,9
"NFBCmedia",1008,"Entertainment",1052,94,4,4,2
"NFBCmedia",1008,"Entertainment",896,74,3.67,3,0
"NFBCmedia",1012,"Entertainment",1026,39,3,4,0
"SuteUp",1135,"People & Blogs",177,96,4.56,9,14
"NFBCmedia",1012,"Entertainment",959,41,2.33,3,1
"NFBCmedia",1051,"Entertainment",1085,64,4.67,3,0
"NFBCmedia",1023,"Entertainment",1068,67,0,0,0
"NFBCmedia",1023,"Entertainment",1099,42,0,0,0
"NFBCmedia",1031,"Entertainment",1150,62,5,1,0
"NFBCmedia",1031,"Entertainment",819,52,0,0,0
"NFBCmedia",1017,"Entertainment",1002,29,0,0,0
"NephilimFree",993,"People & Blogs",351,147,3.86,7,1
"unsilencedbeauty",1058,"Music",279,1325,4.33,3,5
"slammerbammer",795,"Music",403,129957,4.82,292,273
"WimNL",1069,"Music",426,11564,4.96,26,17
"jedimindless",887,"Music",265,22092,4.85,72,45
"ziyulu",1053,"Music",410,4149,5,20,11
"NFBCmedia",1017,"Entertainment",961,52,5,2,0
"NFBCmedia",1051,"Entertainment",1028,35,5,1,0
"gospel1992",1085,"Music",410,600,5,1,1
"gselander",1120,"Music",565,301,5,1,1
"gselander",1120,"Music",539,166,5,2,4
"gselander",1120,"Music",260,165,5,1,1
"gselander",1120,"Music",518,75,5,1,0
"gselander",1120,"Music",311,83,5,3,1
"gselander",1120,"Music",596,49,5,1,1
"gselander",1129,"Music",417,61,5,1,1
"gselander",1130,"Music",304,33,5,2,2
"gselander",1129,"Music",559,49,0,0,0
"gselander",1120,"Music",620,66,5,1,0
"gselander",1120,"Music",527,53,5,1,0
"gselander",1129,"Music",495,32,5,1,0
"gselander",1130,"Music",472,17,0,0,0
"gselander",1130,"Music",549,33,0,0,0
"gselander",1130,"Music",511,23,0,0,0
"gselander",1129,"Music",598,34,5,1,1
"gselander",1120,"Music",540,51,5,1,0
"gselander",1130,"Music",474,21,0,0,0
"gselander",1120,"Music",548,66,5,1,0
"zonamagia",1101,"Howto & Style",157,71,0,0,0
"zonamagia",1096,"Howto & Style",239,486,0,0,1
"zonamagia",1088,"Howto & Style",104,668,5,2,3
"zonamagia",1090,"Howto & Style",96,863,3,1,1
"zonamagia",1100,"Howto & Style",116,219,3,2,0
"zonamagia",1097,"Howto & Style",41,813,3.33,3,6
"zonamagia",1101,"Howto & Style",73,151,0,0,0
,,,,,,,
"zonamagia",1101,"Howto & Style",104,172,0,0,0
"zonamagia",1089,"Howto & Style",58,137,0,0,0
"apodots",711,"Film & Animation",207,19515,3.29,35,23
,,,,,,,
"MagicUrzay",1002,"Entertainment",15,5210,2,4,8
"MagicUrzay",998,"Entertainment",74,8821,3.89,9,31
"MagicUrzay",1000,"Entertainment",33,10728,3,6,25
"ricardoyborja",999,"Howto & Style",290,9449,4.33,18,18
"ricardoyborja",1016,"Howto & Style",209,3489,4.75,4,14
"zonamagia",1130,"Howto & Style",86,78,0,0,0
"Mexican107",925,"Howto & Style",78,51042,3.92,24,32
"zonamagia",1128,"Howto & Style",77,162,0,0,0
"jellymaster2",624,"Music",237,4563,4.79,34,8
"GreenCoconuts",701,"Film & Animation",210,8373,4.71,63,23
"narutolove22",639,"Music",247,1299,4.67,9,6
"ricna",333,"Film & Animation",289,1216,4.92,13,4
"hanabisai",1073,"Film & Animation",364,72,0,0,0
"alchemyluv",1117,"Film & Animation",224,84,5,1,4
"blackbankai135",1019,"Entertainment",238,428,5,3,2
"swifteye30",978,"Entertainment",238,166,5,4,0
"Inuyasha659",982,"Music",238,190,5,2,0
"NeonKisses",1126,"Music",239,18,5,1,1
"ShadowTwoWho",658,"Music",237,562,5,4,2
"TheJouManne2",796,"Music",237,121,5,1,1
"ilovesonic247",711,"Film & Animation",237,253,5,1,0
"Animeadded1",795,"Music",237,51,5,2,0
"luisechaidez",765,"Music",237,470,5,2,2
"rakay03",997,"Film & Animation",238,38,0,0,0
"ILOVEASHKETCHUM",721,"Film & Animation",237,180,5,1,6
"satanslayer777",948,"Music",238,67,5,1,2
"StarsxinxmyxEyes",437,"Music",237,868,5,7,0
"Chraper12",991,"Entertainment",238,19,0,0,0
"cbraulo",1062,"People & Blogs",296,669,4,2,0
"Lizak911",1035,"People & Blogs",173,1238,3.5,4,3
"kaziek88",1096,"People & Blogs",302,566,3.67,3,0
"eciolinka",1039,"People & Blogs",575,294,5,2,1
"kukuniar",1100,"People & Blogs",193,280,0,0,2
"6honeygirl9",1050,"Film & Animation",166,398,0,0,4
"Lusajfer",1080,"People & Blogs",272,179,0,0,0
"pudzan",1070,"People & Blogs",29,4698,5,9,1
"Lusajfer",1074,"People & Blogs",344,141,0,0,0
"Lusajfer",1037,"People & Blogs",264,134,0,0,0
"Lusajfer",1080,"People & Blogs",190,222,0,0,0
"taekwondojanik93",1056,"People & Blogs",335,150,5,2,6
"truchol78",1064,"People & Blogs",160,212,5,1,2
"Lusajfer",1037,"People & Blogs",371,94,0,0,0
"KorepetycjeSzczecin",1060,"People & Blogs",364,90,0,0,0
"Radioamator446",1110,"People & Blogs",539,69,0,0,0
"sinairairbrush",1119,"People & Blogs",180,135,4.75,4,0
"oollyy10",1111,"People & Blogs",210,102,5,2,2
"jedrekgg",1043,"People & Blogs",338,64,0,0,0
"niteczka13",1083,"People & Blogs",191,118,0,0,0
"999SplitSoul",968,"Entertainment",4,25,0,0,0
"inuyashasfanaticlove",894,"Film & Animation",9,667,4.67,3,1
"lovesakxsas",611,"Film & Animation",108,30308,4.81,197,148
"psychochickie",1035,"Film & Animation",283,243,4.83,6,6
"caliFOXracer150",867,"Film & Animation",94,1547,4.96,23,7
"sasuke1265",928,"Film & Animation",4,44,5,1,2
"Sharingan254",1009,"Film & Animation",5,17,0,0,0
"Sosorockgirl",761,"Film & Animation",4,429,4.67,3,6
"ElPiggo",270,"Film & Animation",310,6113,4.73,41,13
"shadowsword611",842,"Film & Animation",330,2968,4.62,21,16
"TheHaunted21",799,"Film & Animation",234,3537,4.84,19,14
"kingdomheartsgod",669,"Film & Animation",237,4067,4.49,35,24
"WaterGoddesss",937,"Film & Animation",299,1926,4.5,6,4
"gaaralover327",953,"People & Blogs",274,139,4.5,2,3
"d4rks0nic",1009,"Film & Animation",224,275,5,1,0
"Shikatema4eveeeer",961,"Film & Animation",143,813,4.8,10,19
"shirekenboy1232321",612,"Music",229,1004,4.12,8,8
"IXShinigamiXI",700,"Film & Animation",243,139,0,0,1
"smariemama",550,"Entertainment",83,4317,4.92,38,20
"DesertxRosexTemari",795,"Entertainment",234,3631,4.9,49,28
"AssociatedPress",1081,"News & Politics",63,63268,4.77,132,96
"cmm98",706,"Sports",24,7858,4.75,12,17
"AssociatedPress",1091,"News & Politics",57,3344,4.77,13,7
"NyxSky",795,"Entertainment",429,1248,5,6,4
"NyxSky",796,"Entertainment",577,941,5,4,0
"NyxSky",795,"Entertainment",492,845,5,4,1
"deaconbombwrestling",1128,"Sports",60,803,5,10,8
"Deos19833",1073,"Sports",76,489,4,1,4
"Sephirothkiller",1066,"Music",565,4285,4.57,14,6
"flock101",1125,"Comedy",52,154,0,0,0
"Rapshite",1051,"Music",272,33388,4.46,28,19
"911stealth",921,"Autos & Vehicles",191,85201,3.77,61,145
"rightful8912",1055,"Music",324,2148,5,8,9
"Dirkovic80",1006,"Music",214,5753,5,20,22
"philbo67",1088,"Music",235,3498,5,9,9
"reutersvideo",1102,"News & Politics",114,17292,4.72,36,26
"Blueiscoool",1065,"Pets & Animals",84,68280,4.66,88,98
"KingBack187",1019,"Music",234,4740,5,11,13
"Blueiscoool",1076,"Pets & Animals",66,61779,4.7,98,61
"vams88",832,"Entertainment",42,99869,4.45,47,28
"TheBiggy",1108,"Film & Animation",256,36449,4,34,45
"nismojoe",699,"Entertainment",512,1717986,4.46,5706,7048
"SciA",694,"Entertainment",338,28829,4.68,319,476
"thegoldglove07",1014,"Film & Animation",582,25801,4.15,192,517
"jawnv6",637,"Entertainment",48,40191,4.4,107,331
"angelofevil69",704,"Entertainment",595,182615,4.48,770,1487
"HOOPfilms",1123,"Entertainment",384,1649,4.75,16,46
"thegoldglove07",1058,"Entertainment",569,11801,4.56,94,246
"fishey12",769,"Entertainment",96,299339,4.83,2063,1278
"IrishJugernaut8",1121,"Entertainment",454,4438,4.75,80,112
"angelofevil69",691,"Entertainment",238,75573,5,4,588
"iheartvanessa",717,"Entertainment",226,9071,3.75,59,106
"Whiteboybeballin",960,"Autos & Vehicles",586,27660,4.48,142,354
"nismojoe",739,"Entertainment",522,272509,4.47,801,1430
"SeanHopps",898,"Entertainment",487,3647,4.47,19,56
"troythe4wdude",978,"Entertainment",390,4349,4.06,35,57
"thegoldglove07",1085,"Entertainment",346,1958,4.26,34,79
"JaKeDaBeAsTx",1062,"Entertainment",336,3719,4.36,25,74
